Gene: TRAK2; ID:  66008
Gene: GABPA; ID:  2551
Gene: SP3; ID:  6670
Gene: LIMCH1; ID:  22998
Gene: CUTC; ID:  51076
Gene: GABPB2; ID:  126626
Gene: NCKAP1L; ID:  3071
Gene: RTN1; ID:  6252
Gene: UGCG; ID:  7357
Gene: FAM160A2; ID:  84067
Gene: C4orf32; ID:  132720
Gene: GYPB; ID:  2994
Gene: TMEM70; ID:  54968
Gene: RTN2; ID:  6253
Gene: METTL7A; ID:  25840
Gene: SERPINE2; ID:  5270
Gene: DUS1L; ID:  64118
Gene: KLF17; ID:  128209
Gene: SP4; ID:  6671
Gene: BEND7; ID:  222389
Gene: VILL; ID:  50853
Gene: EPG5; ID:  57724
Gene: KRTAP4-12; ID:  83755
Gene: PDIA2; ID:  64714
Gene: ERP27; ID:  121506
Gene: TRIM31; ID:  11074
Gene: TRIM6; ID:  117854
Gene: CYTH2; ID:  9266
Gene: GGA2; ID:  23062
Gene: FHIT; ID:  2272
Gene: PITX1; ID:  5307
Gene: CREB5; ID:  9586
Gene: CXCL14; ID:  9547
Gene: IQCE; ID:  23288
Gene: IQUB; ID:  154865
Gene: STK19; ID:  8859
Gene: MTFR2; ID:  113115
Gene: DMRT3; ID:  58524
Gene: HSPB7; ID:  27129
Gene: NFU1; ID:  27247
Gene: GPANK1; ID:  7918
Gene: CCDC146; ID:  57639
Gene: ZNF564; ID:  163050
Gene: SNAI2; ID:  6591
Gene: CFAP53; ID:  220136
Gene: ARHGEF3; ID:  50650
Gene: FAM83A; ID:  84985
Gene: FAM103A1; ID:  83640
Gene: PPIL2; ID:  23759
Gene: UTP23; ID:  84294
Gene: MORN4; ID:  118812
Gene: EAF2; ID:  55840
Gene: WDR25; ID:  79446
Gene: ZC2HC1C; ID:  79696
Gene: FAM208B; ID:  54906
Gene: NME8; ID:  51314
Gene: POTEB2; ID:  100287399
Gene: C1orf198; ID:  84886
Gene: DCLK1; ID:  9201
Gene: KIAA1328; ID:  57536
Gene: ZNF236; ID:  7776
Gene: ZNF532; ID:  55205
Gene: MMP8; ID:  4317
Gene: COL5A3; ID:  50509
Gene: CAPNS1; ID:  826
Gene: KIFC2; ID:  90990
Gene: CDKN3; ID:  1033
Gene: LPIN2; ID:  9663
Gene: TULP4; ID:  56995
Gene: IQCD; ID:  115811
Gene: ELMO2; ID:  63916
Gene: HAUS3; ID:  79441
Gene: SAMD4A; ID:  23034
Gene: ZCCHC2; ID:  54877
Gene: PDZRN3; ID:  23024
Gene: BUD31; ID:  8896
Gene: NUP37; ID:  79023
Gene: UPK2; ID:  7379
Gene: ADAMTS12; ID:  81792
Gene: COMP; ID:  1311
Gene: RUFY3; ID:  22902
Gene: PELI3; ID:  246330
Gene: TBPL2; ID:  387332
Gene: C3orf38; ID:  285237
Gene: TBL1Y; ID:  90665
Gene: HEPH; ID:  9843
Gene: FAM43A; ID:  131583
Gene: KLHL28; ID:  54813
Gene: ERMAP; ID:  114625
Gene: ST7L; ID:  54879
Gene: GABRD; ID:  2563
Gene: CHRND; ID:  1144
Gene: ZNF813; ID:  126017
Gene: ZNF224; ID:  7767
Gene: TFF3; ID:  7033
Gene: AKR1C1; ID:  1645
Gene: ZSCAN9; ID:  7746
Gene: PAQR5; ID:  54852
Gene: SALL1; ID:  6299
Gene: HPS1; ID:  3257
Gene: PELI2; ID:  57161
Gene: IRAK4; ID:  51135
Gene: LAMC3; ID:  10319
Gene: SCTR; ID:  6344
Gene: CASP2; ID:  835
Gene: ADCYAP1R1; ID:  117
Gene: CPAMD8; ID:  27151
Gene: FAP; ID:  2191
Gene: CETN3; ID:  1070
Gene: PCSK1N; ID:  27344
Gene: YPEL5; ID:  51646
Gene: NSMCE4A; ID:  54780
Gene: MSRA; ID:  4482
Gene: DHTKD1; ID:  55526
Gene: OLFM1; ID:  10439
Gene: ZBED8; ID:  63920
Gene: QSOX1; ID:  5768
Gene: N4BP2; ID:  55728
Gene: GTF2IRD1; ID:  9569
Gene: GTF2IRD2B; ID:  389524
Gene: SETD6; ID:  79918
Gene: INTS12; ID:  57117
Gene: HOMEZ; ID:  57594
Gene: MBD3L1; ID:  85509
Gene: RNF183; ID:  138065
Gene: YIPF2; ID:  78992
Gene: NRG4; ID:  145957
Gene: BIK; ID:  638
Gene: GPR25; ID:  2848
Gene: AQP9; ID:  366
Gene: CCDC70; ID:  83446
Gene: KCNS2; ID:  3788
Gene: PRRG2; ID:  5639
Gene: SEC22C; ID:  9117
Gene: BSND; ID:  7809
Gene: NRSN1; ID:  140767
Gene: SYNPR; ID:  132204
Gene: MR1; ID:  3140
Gene: SNAP47; ID:  116841
Gene: RPRM; ID:  56475
Gene: TMEM74; ID:  157753
Gene: SLC7A1; ID:  6541
Gene: CSF2RA; ID:  1438
Gene: BTN2A2; ID:  10385
Gene: SYNDIG1; ID:  79953
Gene: TM4SF4; ID:  7104
Gene: BCL2L2; ID:  599
Gene: CD302; ID:  9936
Gene: SEC22A; ID:  26984
Gene: SYNGR1; ID:  9145
Gene: LY75; ID:  4065
Gene: RNF208; ID:  727800
Gene: MIER3; ID:  166968
Gene: ANGPTL6; ID:  83854
Gene: LRRC1; ID:  55227
Gene: ZNF714; ID:  148206
Gene: MEIOC; ID:  284071
Gene: IFT46; ID:  56912
Gene: ANKRD55; ID:  79722
Gene: HSPB11; ID:  51668
Gene: IFT22; ID:  64792
Gene: IFT52; ID:  51098
Gene: MSTN; ID:  2660
Gene: FSTL3; ID:  10272
Gene: WFIKKN2; ID:  124857
Gene: TYSND1; ID:  219743
Gene: LONP2; ID:  83752
Gene: ECI2; ID:  10455
Gene: TEKT3; ID:  64518
Gene: RPP40; ID:  10799
Gene: VCAN; ID:  1462
Gene: HAPLN1; ID:  1404
Gene: SELPLG; ID:  6404
Gene: FBN1; ID:  2200
Gene: FBLN2; ID:  2199
Gene: CXCL10; ID:  3627
Gene: PLA2G2A; ID:  5320
Gene: SELP; ID:  6403
Gene: CCL20; ID:  6364
Gene: TNR; ID:  7143
Gene: SELL; ID:  6402
Gene: CXCR3; ID:  2833
Gene: CXCL12; ID:  6387
Gene: HSFX2; ID:  100130086
Gene: BCAN; ID:  63827
Gene: KIR2DS1; ID:  3806
Gene: GMPS; ID:  8833
Gene: LYPLA1; ID:  10434
Gene: ARHGEF25; ID:  115557
Gene: GABRB3; ID:  2562
Gene: SLC38A6; ID:  145389
Gene: MUCL1; ID:  118430
Gene: CD3D; ID:  915
Gene: CD8B; ID:  926
Gene: TRB; ID:  6957
Gene: CD3G; ID:  917
Gene: KCNA3; ID:  3738
Gene: SDHC; ID:  6391
Gene: RALGPS1; ID:  9649
Gene: MAPK11; ID:  5600
Gene: ARHGAP12; ID:  94134
Gene: RAB27A; ID:  5873
Gene: RPH3AL; ID:  9501
Gene: SYTL4; ID:  94121
Gene: SYTL5; ID:  94122
Gene: MLPH; ID:  79083
Gene: SYTL1; ID:  84958
Gene: MYRIP; ID:  25924
Gene: SYTL3; ID:  94120
Gene: EXPH5; ID:  23086
Gene: UNC13D; ID:  201294
Gene: RIMS2; ID:  9699
Gene: RPH3A; ID:  22895
Gene: GUCY1B3; ID:  2983
Gene: GUCY1A3; ID:  2982
Gene: TIPIN; ID:  54962
Gene: GINS1; ID:  9837
Gene: TSPAN2; ID:  10100
Gene: REEP6; ID:  92840
Gene: DAGLB; ID:  221955
Gene: SNX14; ID:  57231
Gene: LCLAT1; ID:  253558
Gene: HSDL1; ID:  83693
Gene: TSPAN15; ID:  23555
Gene: SNX13; ID:  23161
Gene: FAM58A; ID:  92002
Gene: MYH14; ID:  79784
Gene: BIRC6; ID:  57448
Gene: ETS2; ID:  2114
Gene: SPP2; ID:  6694
Gene: FAM171A2; ID:  284069
Gene: PLEKHG4; ID:  25894
Gene: DENND6A; ID:  201627
Gene: MT-ND1; ID:  4535
Gene: FMN2; ID:  56776
Gene: BLZF1; ID:  8548
Gene: ZNF773; ID:  374928
Gene: FDXR; ID:  2232
Gene: RAB40B; ID:  10966
Gene: ARHGAP19; ID:  84986
Gene: POMZP3; ID:  22932
Gene: TACC1; ID:  6867
Gene: DDIT4L; ID:  115265
Gene: LSM11; ID:  134353
Gene: SYF2; ID:  25949
Gene: PPIE; ID:  10450
Gene: SNRNP35; ID:  11066
Gene: DHX35; ID:  60625
Gene: CCDC84; ID:  338657
Gene: CRNKL1; ID:  51340
Gene: TUT1; ID:  64852
Gene: AKAP7; ID:  9465
Gene: SNRNP48; ID:  154007
Gene: ZMAT5; ID:  55954
Gene: CMTR2; ID:  55783
Gene: GPATCH1; ID:  55094
Gene: GEMIN8; ID:  54960
Gene: ZNF502; ID:  91392
Gene: TLX2; ID:  3196
Gene: SMIM20; ID:  389203
Gene: SF3B5; ID:  83443
Gene: LTF; ID:  4057
Gene: LIPC; ID:  3990
Gene: SCN3A; ID:  6328
Gene: F8; ID:  2157
Gene: MMP13; ID:  4322
Gene: GTPBP1; ID:  9567
Gene: MMP15; ID:  4324
Gene: MMP16; ID:  4325
Gene: MMP17; ID:  4326
Gene: APBA2; ID:  321
Gene: ITGB1BP1; ID:  9270
Gene: CD82; ID:  3732
Gene: GULP1; ID:  51454
Gene: ELANE; ID:  1991
Gene: FCN2; ID:  2220
Gene: C1QB; ID:  713
Gene: C1QC; ID:  714
Gene: RIC8B; ID:  55188
Gene: ANKS1B; ID:  56899
Gene: CUBN; ID:  8029
Gene: ZFP41; ID:  286128
Gene: SLC25A23; ID:  79085
Gene: GFPT2; ID:  9945
Gene: NPRL3; ID:  8131
Gene: FOXF2; ID:  2295
Gene: GFPT1; ID:  2673
Gene: BCKDHB; ID:  594
Gene: MTO1; ID:  25821
Gene: GATB; ID:  5188
Gene: ERFE; ID:  151176
Gene: PTGES2; ID:  80142
Gene: GCNT1; ID:  2650
Gene: ERAL1; ID:  26284
Gene: GAA; ID:  2548
Gene: TMEM165; ID:  55858
Gene: CNN1; ID:  1264
Gene: NLE1; ID:  54475
Gene: ZSCAN23; ID:  222696
Gene: KIAA2013; ID:  90231
Gene: DEFB4A; ID:  1673
Gene: TMPRSS12; ID:  283471
Gene: GDPD5; ID:  81544
Gene: ST8SIA1; ID:  6489
Gene: PDX1; ID:  3651
Gene: PDHX; ID:  8050
Gene: TRPM6; ID:  140803
Gene: CADPS2; ID:  93664
Gene: COG3; ID:  83548
Gene: MYL3; ID:  4634
Gene: ATRN; ID:  8455
Gene: CHGA; ID:  1113
Gene: MYO10; ID:  4651
Gene: BSN; ID:  8927
Gene: ATN1; ID:  1822
Gene: PUM1; ID:  9698
Gene: KIAA0556; ID:  23247
Gene: MMRN2; ID:  79812
Gene: ZNF652; ID:  22834
Gene: SPATA7; ID:  55812
Gene: ZHX1; ID:  11244
Gene: AGAP3; ID:  116988
Gene: ZFHX4; ID:  79776
Gene: CELF3; ID:  11189
Gene: ZBTB4; ID:  57659
Gene: ITM2A; ID:  9452
Gene: TNRC6C; ID:  57690
Gene: SLC45A4; ID:  57210
Gene: STARD9; ID:  57519
Gene: NLGN2; ID:  57555
Gene: KIAA1109; ID:  84162
Gene: TRIO; ID:  7204
Gene: AKAP14; ID:  158798
Gene: TGOLN2; ID:  10618
Gene: LYPD6; ID:  130574
Gene: IL17A; ID:  3605
Gene: RS1; ID:  6247
Gene: S1PR1; ID:  1901
Gene: ARAP1; ID:  116985
Gene: FANCE; ID:  2178
Gene: FANCG; ID:  2189
Gene: FANCF; ID:  2188
Gene: ZBTB32; ID:  27033
Gene: MT-ATP6; ID:  4508
Gene: CAPN10; ID:  11132
Gene: FAAP20; ID:  199990
Gene: CENPS; ID:  378708
Gene: CENPX; ID:  201254
Gene: MUTYH; ID:  4595
Gene: MOCS2; ID:  4338
Gene: FAM216A; ID:  29902
Gene: OPHN1; ID:  4983
Gene: ARHGAP26; ID:  23092
Gene: IL9R; ID:  3581
Gene: SLC24A5; ID:  283652
Gene: IMPDH1; ID:  3614
Gene: SYCE3; ID:  644186
Gene: SNX4; ID:  8723
Gene: CD244; ID:  51744
Gene: LARP6; ID:  55323
Gene: TSEN2; ID:  80746
Gene: TSEN15; ID:  116461
Gene: CLP1; ID:  10978
Gene: RTBDN; ID:  83546
Gene: PRELP; ID:  5549
Gene: SFSWAP; ID:  6433
Gene: TMED8; ID:  283578
Gene: SMAP1; ID:  60682
Gene: ATXN10; ID:  25814
Gene: PHYH; ID:  5264
Gene: SPRR2A; ID:  6700
Gene: RD3L; ID:  647286
Gene: TNKS1BP1; ID:  85456
Gene: CCAR1; ID:  55749
Gene: CLEC16A; ID:  23274
Gene: PRCC; ID:  5546
Gene: HDDC3; ID:  374659
Gene: SPOUT1; ID:  51490
Gene: CPSF4; ID:  10898
Gene: HIST1H2BN; ID:  8341
Gene: SLC19A3; ID:  80704
Gene: NAAA; ID:  27163
Gene: SLC2A4; ID:  6517
Gene: SLC2A14; ID:  144195
Gene: CROT; ID:  54677
Gene: EIF2AK4; ID:  440275
Gene: VWA9; ID:  81556
Gene: CD36; ID:  948
Gene: RUNDC3A; ID:  10900
Gene: BEND5; ID:  79656
Gene: NUTM1; ID:  256646
Gene: DOCK8; ID:  81704
Gene: DHX32; ID:  55760
Gene: ZBTB43; ID:  23099
Gene: RERE; ID:  473
Gene: DEDD2; ID:  162989
Gene: GLIS2; ID:  84662
Gene: BOLL; ID:  66037
Gene: MAPK1IP1L; ID:  93487
Gene: FNDC3B; ID:  64778
Gene: PJA1; ID:  64219
Gene: RBM38; ID:  55544
Gene: PARL; ID:  55486
Gene: GPATCH8; ID:  23131
Gene: RBPMS2; ID:  348093
Gene: DPH2; ID:  1802
Gene: HOXA5; ID:  3202
Gene: CASP6; ID:  839
Gene: EIF2AK3; ID:  9451
Gene: CYP2A13; ID:  1553
Gene: CYP2A7; ID:  1549
Gene: SHMT1; ID:  6470
Gene: VAT1; ID:  10493
Gene: NDRG3; ID:  57446
Gene: GTF2A2; ID:  2958
Gene: CHST10; ID:  9486
Gene: FILIP1; ID:  27145
Gene: DENND5B; ID:  160518
Gene: LURAP1L; ID:  286343
Gene: IER5; ID:  51278
Gene: MNS1; ID:  55329
Gene: RGAG1; ID:  57529
Gene: PRND; ID:  23627
Gene: LAMA2; ID:  3908
Gene: C6orf106; ID:  64771
Gene: ANKH; ID:  56172
Gene: HBG2; ID:  3048
Gene: PROS1; ID:  5627
Gene: HIST1H2AA; ID:  221613
Gene: PRUNE2; ID:  158471
Gene: PURB; ID:  5814
Gene: ZNF777; ID:  27153
Gene: CDR2L; ID:  30850
Gene: ZNF629; ID:  23361
Gene: ZNF335; ID:  63925
Gene: ZNF358; ID:  140467
Gene: CACNA2D1; ID:  781
Gene: CHST7; ID:  56548
Gene: FUT1; ID:  2523
Gene: PTGR2; ID:  145482
Gene: OTUD7B; ID:  56957
Gene: SENP8; ID:  123228
Gene: RNF168; ID:  165918
Gene: ZNF385A; ID:  25946
Gene: METTL21C; ID:  196541
Gene: AKAP13; ID:  11214
Gene: EPN3; ID:  55040
Gene: TMCO6; ID:  55374
Gene: TRAPPC13; ID:  80006
Gene: FAM153B; ID:  202134
Gene: BRAP; ID:  8315
Gene: IL20RA; ID:  53832
Gene: CUTA; ID:  51596
Gene: GRTP1; ID:  79774
Gene: SPANXA1; ID:  30014
Gene: C16orf58; ID:  64755
Gene: SWSAP1; ID:  126074
Gene: PPTC7; ID:  160760
Gene: UBAC1; ID:  10422
Gene: SPINK7; ID:  84651
Gene: CPA6; ID:  57094
Gene: EID1; ID:  23741
Gene: NICN1; ID:  84276
Gene: FADS3; ID:  3995
Gene: SLC13A2; ID:  9058
Gene: FUZ; ID:  80199
Gene: CFAP47; ID:  286464
Gene: CYP7B1; ID:  9420
Gene: SLC51A; ID:  200931
Gene: VWA2; ID:  340706
Gene: BTBD6; ID:  90135
Gene: FBXL16; ID:  146330
Gene: HAO2; ID:  51179
Gene: RSPH14; ID:  27156
Gene: ITGAE; ID:  3682
Gene: ZNF70; ID:  7621
Gene: MAFB; ID:  9935
Gene: MFAP1; ID:  4236
Gene: FAM186B; ID:  84070
Gene: KCNG2; ID:  26251
Gene: KCTD3; ID:  51133
Gene: LRRC40; ID:  55631
Gene: MRI1; ID:  84245
Gene: RNASEH2B; ID:  79621
Gene: KCTD1; ID:  284252
Gene: PDZK1; ID:  5174
Gene: HMOX1; ID:  3162
Gene: CYCS; ID:  54205
Gene: RABEPK; ID:  10244
Gene: CYP2A6; ID:  1548
Gene: RCCD1; ID:  91433
Gene: C2orf71; ID:  388939
Gene: COQ10B; ID:  80219
Gene: LACTB; ID:  114294
Gene: C21orf33; ID:  8209
Gene: SDHAF4; ID:  135154
Gene: COQ8B; ID:  79934
Gene: BOLA3; ID:  388962
Gene: CGB2; ID:  114336
Gene: COQ7; ID:  10229
Gene: LYRM1; ID:  57149
Gene: DEFB104A; ID:  140596
Gene: EVI2A; ID:  2123
Gene: FAM3C; ID:  10447
Gene: TIMM17A; ID:  10440
Gene: ZNF454; ID:  285676
Gene: TMEM14B; ID:  81853
Gene: CCNL1; ID:  57018
Gene: PLEKHF1; ID:  79156
Gene: PDE6G; ID:  5148
Gene: NGB; ID:  58157
Gene: L3MBTL4; ID:  91133
Gene: SAMD13; ID:  148418
Gene: SIRPB1; ID:  10326
Gene: SSR1; ID:  6745
Gene: SHQ1; ID:  55164
Gene: WRAP53; ID:  55135
Gene: EIF5B; ID:  9669
Gene: ZNF71; ID:  58491
Gene: CHD5; ID:  26038
Gene: UNC5B; ID:  219699
Gene: NDFIP1; ID:  80762
Gene: STX10; ID:  8677
Gene: PDP1; ID:  54704
Gene: PDHA1; ID:  5160
Gene: SNUPN; ID:  10073
Gene: CBFA2T2; ID:  9139
Gene: CLEC18A; ID:  348174
Gene: ACAT1; ID:  38
Gene: PLEKHG5; ID:  57449
Gene: WDR44; ID:  54521
Gene: SAMD4B; ID:  55095
Gene: CTSH; ID:  1512
Gene: RNASE7; ID:  84659
Gene: TTYH3; ID:  80727
Gene: IRF7; ID:  3665
Gene: ZMIZ2; ID:  83637
Gene: GFI1; ID:  2672
Gene: IL15RA; ID:  3601
Gene: PHF11; ID:  51131
Gene: PLAG1; ID:  5324
Gene: PDE4A; ID:  5141
Gene: MECOM; ID:  2122
Gene: HIC1; ID:  3090
Gene: TMEM5; ID:  10329
Gene: GPR3; ID:  2827
Gene: FKTN; ID:  2218
Gene: FAM127A; ID:  8933
Gene: GALNT12; ID:  79695
Gene: CHPT1; ID:  56994
Gene: BORCS6; ID:  54785
Gene: CHMP2A; ID:  27243
Gene: PYROXD2; ID:  84795
Gene: MYL4; ID:  4635
Gene: GGACT; ID:  87769
Gene: SNAPC4; ID:  6621
Gene: SNAPC2; ID:  6618
Gene: SNAPC1; ID:  6617
Gene: SNAPC5; ID:  10302
Gene: HELB; ID:  92797
Gene: DHX34; ID:  9704
Gene: FRZB; ID:  2487
Gene: LRRC27; ID:  80313
Gene: BBC3; ID:  27113
Gene: BCL2A1; ID:  597
Gene: BAD; ID:  572
Gene: PRAF2; ID:  11230
Gene: RHOB; ID:  388
Gene: XAF1; ID:  54739
Gene: HAMP; ID:  57817
Gene: ADRA1D; ID:  146
Gene: TRIM13; ID:  10206
Gene: RTN4R; ID:  65078
Gene: STS; ID:  412
Gene: EIF4ENIF1; ID:  56478
Gene: BPHL; ID:  670
Gene: NAB2; ID:  4665
Gene: KIAA1456; ID:  57604
Gene: MYBPHL; ID:  343263
Gene: DYNC2LI1; ID:  51626
Gene: ARHGAP36; ID:  158763
Gene: C12orf74; ID:  338809
Gene: DECR2; ID:  26063
Gene: DNALI1; ID:  7802
Gene: ARL11; ID:  115761
Gene: TNFAIP2; ID:  7127
Gene: AP3S2; ID:  10239
Gene: JPH2; ID:  57158
Gene: SOAT2; ID:  8435
Gene: RAD54L; ID:  8438
Gene: ACR; ID:  49
Gene: SEC14L1; ID:  6397
Gene: ARHGAP10; ID:  79658
Gene: PWWP2B; ID:  170394
Gene: F2RL3; ID:  9002
Gene: F2; ID:  2147
Gene: ANG; ID:  283
Gene: GPC1; ID:  2817
Gene: GALNT18; ID:  374378
Gene: GDF11; ID:  10220
Gene: CDKL5; ID:  6792
Gene: GPALPP1; ID:  55425
Gene: SERPINB8; ID:  5271
Gene: SAR1B; ID:  51128
Gene: MB21D2; ID:  151963
Gene: C2CD3; ID:  26005
Gene: MPHOSPH9; ID:  10198
Gene: ANKRD26; ID:  22852
Gene: HAUS5; ID:  23354
Gene: PLEKHG1; ID:  57480
Gene: C3orf14; ID:  57415
Gene: TBC1D31; ID:  93594
Gene: CCDC77; ID:  84318
Gene: MOB2; ID:  81532
Gene: ADSL; ID:  158
Gene: KIF14; ID:  9928
Gene: TTK; ID:  7272
Gene: DRC1; ID:  92749
Gene: ALOX12; ID:  239
Gene: FOSL2; ID:  2355
Gene: PCDH1; ID:  5097
Gene: ISCA1; ID:  81689
Gene: MALT1; ID:  10892
Gene: PECR; ID:  55825
Gene: STAB1; ID:  23166
Gene: CHID1; ID:  66005
Gene: FAM49A; ID:  81553
Gene: PRL; ID:  5617
Gene: ACAA1; ID:  30
Gene: RRM1; ID:  6240
Gene: SUGP1; ID:  57794
Gene: PDIA4; ID:  9601
Gene: TXNDC16; ID:  57544
Gene: TAGLN; ID:  6876
Gene: EIF5AL1; ID:  143244
Gene: ARHGDIG; ID:  398
Gene: CISD1; ID:  55847
Gene: DEPDC1B; ID:  55789
Gene: EBPL; ID:  84650
Gene: IFI30; ID:  10437
Gene: ITPKB; ID:  3707
Gene: SRPX; ID:  8406
Gene: IQGAP2; ID:  10788
Gene: DENND3; ID:  22898
Gene: KRT27; ID:  342574
Gene: IQSEC1; ID:  9922
Gene: RDH12; ID:  145226
Gene: SYNPO2; ID:  171024
Gene: RTKN; ID:  6242
Gene: TP53INP2; ID:  58476
Gene: CHDH; ID:  55349
Gene: ACHE; ID:  43
Gene: CRTAP; ID:  10491
Gene: P3H2; ID:  55214
Gene: TEX15; ID:  56154
Gene: P3H1; ID:  64175
Gene: TRIM68; ID:  55128
Gene: ZNF177; ID:  7730
Gene: LY6E; ID:  4061
Gene: FAM13A; ID:  10144
Gene: ANKLE2; ID:  23141
Gene: ARL15; ID:  54622
Gene: KLHDC8B; ID:  200942
Gene: ENDOU; ID:  8909
Gene: CD24; ID:  100133941
Gene: FUT4; ID:  2526
Gene: ZNF621; ID:  285268
Gene: MPP5; ID:  64398
Gene: ERMN; ID:  57471
Gene: DOPEY2; ID:  9980
Gene: DCAF12L2; ID:  340578
Gene: DCAF12L1; ID:  139170
Gene: SDC3; ID:  9672
Gene: CXCL13; ID:  10563
Gene: FGFBP1; ID:  9982
Gene: SDC4; ID:  6385
Gene: COMT; ID:  1312
Gene: TNFAIP6; ID:  7130
Gene: ATCAY; ID:  85300
Gene: POLE; ID:  5426
Gene: SMPD4; ID:  55627
Gene: NOVA1; ID:  4857
Gene: NOVA2; ID:  4858
Gene: NHEJ1; ID:  79840
Gene: HIC2; ID:  23119
Gene: NUP160; ID:  23279
Gene: UFL1; ID:  23376
Gene: HK3; ID:  3101
Gene: DHFR; ID:  1719
Gene: COG5; ID:  10466
Gene: STAG2; ID:  10735
Gene: IGSF21; ID:  84966
Gene: RC3H2; ID:  54542
Gene: SPSB2; ID:  84727
Gene: C9orf24; ID:  84688
Gene: ORC6; ID:  23594
Gene: NGEF; ID:  25791
Gene: NRTN; ID:  4902
Gene: GFRA2; ID:  2675
Gene: GFRA1; ID:  2674
Gene: CYSTM1; ID:  84418
Gene: TRABD; ID:  80305
Gene: BPIFA2; ID:  140683
Gene: ZFP36L2; ID:  678
Gene: PTHLH; ID:  5744
Gene: SOX9; ID:  6662
Gene: IGFBP5; ID:  3488
Gene: SRY; ID:  6736
Gene: RAPGEF3; ID:  10411
Gene: NUP43; ID:  348995
Gene: POM121C; ID:  100101267
Gene: RGPD8; ID:  727851
Gene: NUP188; ID:  23511
Gene: CHD8; ID:  57680
Gene: TMEM209; ID:  84928
Gene: PLEKHA8; ID:  84725
Gene: RNF113A; ID:  7737
Gene: KPNA7; ID:  402569
Gene: CTDSPL2; ID:  51496
Gene: FAM204A; ID:  63877
Gene: CDC42EP1; ID:  11135
Gene: ALPK3; ID:  57538
Gene: PCSK7; ID:  9159
Gene: SYCP3; ID:  50511
Gene: PAN3; ID:  255967
Gene: CNOT7; ID:  29883
Gene: TNRC6A; ID:  27327
Gene: CNOT6; ID:  57472
Gene: TOB2; ID:  10766
Gene: MEX3A; ID:  92312
Gene: PARN; ID:  5073
Gene: SMG6; ID:  23293
Gene: PAPOLB; ID:  56903
Gene: KIN; ID:  22944
Gene: MKRN1; ID:  23608
Gene: TMC6; ID:  11322
Gene: AIF1L; ID:  83543
Gene: EFHD1; ID:  80303
Gene: ABLIM2; ID:  84448
Gene: ABLIM3; ID:  22885
Gene: RHBG; ID:  57127
Gene: SH2B1; ID:  25970
Gene: COQ4; ID:  51117
Gene: COQ3; ID:  51805
Gene: COQ6; ID:  51004
Gene: TOMM6; ID:  100188893
Gene: SLC11A2; ID:  4891
Gene: ZNF397; ID:  84307
Gene: ZNF396; ID:  252884
Gene: SCAND1; ID:  51282
Gene: ZNF410; ID:  57862
Gene: ZNF197; ID:  10168
Gene: ZNF500; ID:  26048
Gene: ZNF496; ID:  84838
Gene: ZNF394; ID:  84124
Gene: PGBD1; ID:  84547
Gene: ZSCAN21; ID:  7589
Gene: ZNF213; ID:  7760
Gene: ZSCAN30; ID:  100101467
Gene: ZBED9; ID:  114821
Gene: ZKSCAN3; ID:  80317
Gene: ZNF483; ID:  158399
Gene: EXOC6B; ID:  23233
Gene: EXOC8; ID:  149371
Gene: EXOC4; ID:  60412
Gene: MESDC1; ID:  59274
Gene: UQCC3; ID:  790955
Gene: MAPRE2; ID:  10982
Gene: TFB2M; ID:  64216
Gene: NCAPG2; ID:  54892
Gene: MYO1A; ID:  4640
Gene: ARL1; ID:  400
Gene: WWC3; ID:  55841
Gene: NME3; ID:  4832
Gene: SPN; ID:  6693
Gene: SIGLEC1; ID:  6614
Gene: DESI2; ID:  51029
Gene: C1S; ID:  716
Gene: ATP6V0E1; ID:  8992
Gene: PLXDC2; ID:  84898
Gene: ATP6V0D2; ID:  245972
Gene: VMA21; ID:  203547
Gene: ABCB9; ID:  23457
Gene: DDX60L; ID:  91351
Gene: TMEM9B; ID:  56674
Gene: TGIF2LX; ID:  90316
Gene: MOK; ID:  5891
Gene: TSGA10IP; ID:  254187
Gene: TIMM8B; ID:  26521
Gene: ABCB7; ID:  22
Gene: ATP6V1C2; ID:  245973
Gene: C9orf16; ID:  79095
Gene: FXYD1; ID:  5348
Gene: SPINK2; ID:  6691
Gene: TLDC2; ID:  140711
Gene: LRP2BP; ID:  55805
Gene: LURAP1; ID:  541468
Gene: DTX2; ID:  113878
Gene: DTX3L; ID:  151636
Gene: BRD9; ID:  65980
Gene: PPP2R3B; ID:  28227
Gene: CYTH3; ID:  9265
Gene: CSN1S1; ID:  1446
Gene: PPM1J; ID:  333926
Gene: ETV3; ID:  2117
Gene: EMILIN3; ID:  90187
Gene: B4GALNT4; ID:  338707
Gene: PDE10A; ID:  10846
Gene: GBP7; ID:  388646
Gene: TOP3B; ID:  8940
Gene: MYH7B; ID:  57644
Gene: PPIC; ID:  5480
Gene: SUMF1; ID:  285362
Gene: ABI3BP; ID:  25890
Gene: SNAP23; ID:  8773
Gene: KIAA0408; ID:  9729
Gene: HOMER3; ID:  9454
Gene: MRFAP1L1; ID:  114932
Gene: MAGEA12; ID:  4111
Gene: GZMH; ID:  2999
Gene: CAPNS2; ID:  84290
Gene: SPATA5; ID:  166378
Gene: SPATA5L1; ID:  79029
Gene: FAM19A1; ID:  407738
Gene: ZER1; ID:  10444
Gene: ZNF330; ID:  27309
Gene: ICAM5; ID:  7087
Gene: KCNIP3; ID:  30818
