orphaID	label	genes	n_genes	description	roots
Orphanet:281139	Annular epidermolytic ichthyosis	KRT10;KRT1	2	A rare clinical variant of epidermolytic ichthyosis (EI) characterized by the presence of a blistering phenotype at birth and the development from early infancy of annular polycyclic erythematous scales on the trunk and extremities.	Rare genetic skin disease
Orphanet:281122	Self-improving collodion baby	ALOX12B;ALOXE3;TGM1	3	Self-healing collodion baby (SHCB) is a minor variant of autosomal recessive congenital ichthyosis (ARCI; see this term) characterized by the presence of a collodion membrane at birth that heals within the first weeks of life.	Rare genetic skin disease;Rare genetic eye disease;Rare genetic developmental defect during embryogenesis
Orphanet:281127	Acral self-healing collodion baby	TGM1	1	A variant of self-healing collodion baby (SHCB) characterized by the presence at birth of a collodion membrane only at the extremities.	Rare genetic skin disease;Rare genetic eye disease;Rare genetic developmental defect during embryogenesis
Orphanet:280628	Familial progressive hyper- and hypopigmentation	KITLG	1	Familial progressive hyper- and hypopigmentation is a rare, genetic, skin pigmentation anomaly disorder characterized by progressive, diffuse, partly blotchy, hyperpigmented lesions that are intermixed with multiple café-au-lait spots, hypopigmented maculae and lentigines and are located on the face, neck, trunk and limbs, as well as, frequently, the palms, soles and oral mucosa. Dispigmentation pattern can range from well isolated café-au-lait/hypopigmented patches on a background of normal-appearing skin to confetti-like or mottled appearance.	Rare genetic skin disease
Orphanet:280633	Multiple congenital anomalies-hypotonia-seizures syndrome	PIGN	1	A rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by severe global developmental delay, hypotonia, and early-onset seizures, associated with multiple congenital anomalies, such as cardiac (e.g. patent foramen ovale, atrial septal defect, patent ductus arteriosus), genitourinary (i.e. hydrocele, renal collecting system dilatation, hydroureter, hydronephrosis, hypertrophic trabecular urinary bladder) and gastrointestinal (incl. gastroesophageal reflux, anal stenosis, imperforate anus, ano-vestibular fistula) abnormalities, as well as facial dysmorphism which includes coarse facies, a prominent occiput, bitemporal narrowing, epicanthal folds, hypertelorism, nystagmus/strabismus/wandering eyes, low-set, large ears with auricle abnormalities, depressed nasal bridge, upturned nose, long philtrum, large, open mouth with thin lips, high-arched palate, and micro/retrognathia.	Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:280615	Hemoglobinopathy Toms River	HBG2	1	Hemoglobinopathy Toms River is a rare, genetic hemoglobinopathy disorder, due to a defect in the gama subunit of the fetal hemoglobin, characterized by neonatal cyanosis, low hemoglobin oxygen saturation levels without arterial hypoxemia, moderate anemia and reticulocytosis, not associated with heart or lung disease. Symptoms progressively subside within the first months of life.	Rare genetic hematologic disease
Orphanet:280598	Hereditary sensorimotor neuropathy with hyperelastic skin	FBLN5	1	Hereditary sensorimotor neuropathy with hyperelastic skin is a rare, genetic, demyelinating hereditary motor and sensory neuropathy disorder characterized by slowly progressive, mild to moderate, distal muscle weakness and atrophy of the upper and lower limbs and variable distal sensory impairment, associated with variable hyperextensible skin and age-related macular degeneration. Hypermobility of distal joints, high palate, and minor skeletal abnormalities (e.g. pectus excavatus, dolichocephaly) may also be associated.	Rare genetic neurological disorder
Orphanet:280620	Progressive myoclonic epilepsy type 6	GOSR2	1	A rare, genetic, neurological disorder characterized by early-onset, progressive ataxia associated with myoclonic seizures (frequently associated with other seizure types such as generalized tonic-clonic, absence and drop attacks), scoliosis of variable severity, areflexia, elevated creatine kinase serum levels, and relative preservation of cognitive function until late in the disease course.	Rare genetic neurological disorder
Orphanet:280663	Hermansky-Pudlak syndrome type 9	BLOC1S6	1	NA	Rare inborn errors of metabolism;Rare genetic eye disease;Rare genetic skin disease;Rare genetic hematologic disease;Rare genetic immune disease
Orphanet:280671	Megaconial congenital muscular dystrophy	CHKB	1	A rare, genetic, skeletal muscle disease characterized by an early-onset hypotonia, muscle weakness, global developmental delay with intellectual disability, and cardiomyopathy. Congenital structural heart defects and ichthyosiform cutaneous lesions have also been associated. Muscle biopsy shows characteristic enlarged mitochondria located at the periphery of muscle fibers.	Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:280640	Occipital pachygyria and polymicrogyria	LAMC3	1	Occipital pachygyria and polymicrogyria is a rare, genetic, cerebral malformation characterized by the presence of cortical smoothening with loss of secondary and tertiary gyri, associated with an excessive number of small, irregular gyri with increased cortical thickness, located in the occipital lobes. Patients usually present with seizures (including myoclonic-astatic, absence, atypical absence, vision loss, myoclonic-atonic, generalized tonic-clonic) and variable (absent to moderate) developmental and/or intellectual delay.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:280654	Autosomal recessive nail dysplasia	FZD6	1	Autosomal recessive nail dysplasia is a rare, isolated nail anomaly characterized by claw-shaped, thick, hyperplastic, hard and hyperpigmented nails, subungual hyperkeratosis, onycholysis and slow nail growth. Variable degree of disease severity has been reported.	Rare genetic skin disease
Orphanet:280651	Acrodysostosis with multiple hormone resistance	PRKAR1A;PDE4D	2	NA	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic endocrine disease
Orphanet:280785	Bullous diffuse cutaneous mastocytosis	KIT	1	Bullous diffuse cutaneous mastocytosis (BDCM) is a form of diffuse cutaneous mastocytosis (DCM; see this term) characterized by generalized erythroderma and severe blistering associated with the accumulation of mast cells in the skin.	
Orphanet:280794	Pseudoxanthomatous diffuse cutaneous mastocytosis	KIT	1	Pseudoxanthomatous diffuse cutaneous mastocytosis (PDCM) is a rare form of diffuse cutaneous mastocytosis (DCM; see this term) characterized by yellow-orange infiltrated and xanthogranuloma-like lesions with only limited blistering.	
Orphanet:280679	Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	BRCC3	1	Moyamoya angiopathy - short stature - facial dysmorphism - hypergonadotropic hypogonadism is a very rare, hereditary, neurological, dysmorphic syndrome characterized by moyamoya disease, short stature of postnatal onset, and stereotyped facial dysmorphism.	Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder;Rare genetic endocrine disease;Genetic infertility
Orphanet:280763	Severe intellectual disability and progressive spastic paraplegia	AP4M1;AP4E1;AP4B1;AP4S1	4	Severe intellectual disability and progressive spastic paraplegia is a rare complex spastic paraplegia characterized by an early onset hypotonia that progresses to spasticity, global developmental delay, severe intellectual disability and speech impairment, microcephaly, short stature and dysmorphic features. Patients often become non-ambulatory, and some develop seizures and stereotypic laughter.	Rare genetic neurological disorder
Orphanet:284149	Craniosynostosis-dental anomalies	IL11RA	1	Craniosynostosis-dental anomalies is a rare, genetic, cranial malformation syndrome characterized by premature fusion of multiple or all calvarial sutures (resulting in variable abnormal shape of the head), midface hypoplasia, delayed and ectopic tooth eruption and supernumerary teeth. Associated facial dysmorphism includes proptosis, hypertelorism, beaked nose, and relative prognathism. Variable digital anomalies (e.g. finger and/or toe syndactyly, clinodactyly), short stature, cognitive and/or motor delay, high palate, ear deformity and conductive hearing loss have also been reported.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:284139	Larsen-like syndrome, B3GAT3 type	B3GAT3	1	Larsen-like syndrome, B3GAT3 type is a rare, genetic, primary bone dysplasia characterized by laxity, dislocations and contractures of the joints, short stature, foot deformities (e.g. clubfeet), broad tips of fingers and toes, short neck, dysmorphic facial features (hypertelorism, downslanting palpebral fissures, upturned nose with anteverted nares, high arched palate) and various cardiac malformations. Severe disease is associated with multiple fractures, osteopenia, arachnodactyly and blue sclerae. A broad spectrum of additional features, including scoliosis, radio-ulnar synostosis, mild developmental delay, and various eye disorders (glaucoma, amblyopia, hyperopia, astigmatism, ptosis), are also reported.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare inborn errors of metabolism;Rare genetic cardiac disease
Orphanet:284169	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion	WAC	1	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion is a rare, genetic syndromic intellectual disability characterized by developmental delay, hypotonia, speech delay, mild to moderate intellectual disability, abnormal behavior (autistic, aggressive, hyperactive) and dysmorphic facial features, including synophrys or thick eyebrows, deep set eyes, bulbous nasal tip and full cheeks. Congenital heart and brain anomalies, visual and hearing impairment are also common.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare chromosomal anomaly
Orphanet:284247	Familial retinal arterial macroaneurysm	IGFBP7	1	Familial retinal arterial macroaneurysm is a rare, genetic cardiac disease characterized by an early onset of retinal artery macroaneurysms formation and concomitant supravalvular pulmonic stenosis, often requiring surgical correction.	Rare genetic cardiac disease;Rare genetic eye disease;Rare genetic neurological disorder
Orphanet:284232	Autosomal dominant Charcot-Marie-Tooth disease type 2O	DYNC1H1	1	A rare, genetic, subtype of autosomal dominant Charcot-Marie-Tooth disease type 2 characterized by early childhood-onset of slowly progressive, predominantly distal, lower limb muscle weakness and atrophy, delayed motor development, variable sensory loss, and pes cavus in the presence of normal or near-normal nerve conduction velocities. Additional variable features may include proximal muscle weakness, abnormal gait, arthrogryposis, scoliosis, cognitive impairment, and spasticity.	Rare genetic neurological disorder
Orphanet:284271	Autosomal recessive cerebellar ataxia-psychomotor delay syndrome	SYT14	1	A rare, hereditary, cerebellar ataxia disorder characterized by late-onset spinocerebellar ataxia, manifesting with slowly progressive gait disturbances, dysarthria, limb and truncal ataxia, and smooth-pursuit eye movement disturbance, associated with a history of psychomotor delay from childhood. Mild atrophy of the cerebellar vermis and hemispheres is observed on brain imaging.	Rare genetic neurological disorder
Orphanet:284324	Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	TPP1	1	A rare, genetic, autosomal recessive cerebellar ataxia disease characterized by slowly progressive spinocerebellar ataxia developing during childhood, manifesting with gait and limb ataxia, postural tremor, dysarthria, sensory alterations (e.g. decreased vibration sense), eye movement anomalies (i.e. nystagmus, saccadic pursuit, oculomotor apraxia), upper and lower limb fasciculations, and hyperreflexia with Babinski signs. Brain imaging reveals cerebellar, pontine, vermian and medullar atrophy.	Rare genetic neurological disorder
Orphanet:284282	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency	WWOX	1	A rare autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome characterized by early-childhood onset of cerebellar ataxia associated with generalized tonic-clonic epilepsy and psychomotor development delay, dysarthria, gaze-evoked nystagmus and learning disability. Other features in some patients include upper motor neuron signs with leg spasticity and extensor plantar responses, and mild cerebellar atrophy on brain MRI.	Rare genetic neurological disorder
Orphanet:284289	Adult-onset autosomal recessive cerebellar ataxia	ANO10	1	A rare, genetic, autosomal recessive cerebellar ataxia disease characterized by adulthood-onset of slowly progressive spinocerebellar ataxia, manifesting with gait and appendicular ataxia, dysarthria, ocular movement anomalies (e.g. horizontal, vertical, and/or downbeat nystagmus, hypermetric saccades), increased deep tendon reflexes and progressive cognitive decline. Additional variable features may include proximal leg muscle wasting and fasciculations, pes cavus, inspiratory stridor, epilepsy, retinal degeneration and cataracts. Brain imaging reveals marked cerebellar atrophy and electromyography shows evidence of lower motor neuron involvement.	Rare genetic neurological disorder
Orphanet:284343	Pleuropulmonary blastoma familial tumor susceptibility syndrome	DICER1	1	NA	
Orphanet:284339	Pontocerebellar hypoplasia type 7	TOE1	1	Pontocerebellar hypoplasia type 7 (PCH7) is a novel very rare form of pontocerebellar hypoplasia (see this term) with unknown etiology and poor prognosis reported in four patients and is characterized clinically during the neonatal period by hypotonia, no palpable gonads, micropenis and from infancy by progressive microcephaly, apneic episodes, poor feeding, seizures and regression of penis. MRI demonstrates a pontocerebellar hypoplasia. PCH7 is expressed as PCH with 46,XY disorder of sex development (see this term) in individuals with XY karyotype, and may be expressed as PCH only in individuals with XX karyotype.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:284408	Glycerol kinase deficiency, infantile form	GK	1	Infantile glycerol kinase deficiency (GKD) is a severe form of GKD (see this term) characterized clinically by poor feeding, failure to thrive, salt-wasting dehydration, vomiting, Addisonian pigmentation, hypotonia, and disorders of consciousness. Some patients have complex GKD associated with adrenal hypoplasia congenita and/or Duchenne muscular dystrophy (DMD) (see these terms) with manifestations including intellectual deficit, dysmorphic facial features, abnormal external genitalia, strabismus, seizures, and progressive lethargy.	Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:284411	Glycerol kinase deficiency, juvenile form	GK	1	Juvenile glycerol kinase deficiency (GKD) is an uncommon form of GKD (see this term) characterized by Reye-like clinical manifestations including episodic vomiting, acidemia, and disorders of consciousness.	Rare inborn errors of metabolism
Orphanet:282166	Inherited Creutzfeldt-Jakob disease	PRNP	1	Inherited or familial Creutzfeldt-Jakob disease (fCJD) is a very rare form of genetic prion disease (see this term) characterized by typical CJD features (rapidly progressive dementia, personality/behavioral changes, psychiatric disorders, myoclonus, and ataxia) with a genetic cause and sometimes a family history of dementia.	Rare genetic neurological disorder
Orphanet:284102	NA	IFNL3;IFNL4	2	NA	NA
Orphanet:284113	NA	ITPA	1	NA	NA
Orphanet:284121	NA	CYP1A2;COMT	2	NA	NA
Orphanet:309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	SLC30A10	1	NA	Rare genetic hepatic disease;Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:309803	Rhizomelic chondrodysplasia punctata type 3	AGPS	1	NA	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic neurological disorder;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:309789	Rhizomelic chondrodysplasia punctata type 1	PEX7	1	NA	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic neurological disorder;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:309796	Rhizomelic chondrodysplasia punctata type 2	GNPAT	1	NA	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic neurological disorder;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:314029	High bone mass osteogenesis imperfecta	COL1A1;COL1A2;BMP1	3	High bone mass osteogenesis imperfecta is a rare, genetic, primary bone dysplasia disorder characterized by increased bone fragility, manifesting with mutiple, childhood-onset, vertebral and peripheral fractures, associated with increased bone mass density on radiometric examination. Patients typically present normal or mild short stature and dentinogenesis, hearing, and sclerae are commonly normal.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:314022	Gastric adenocarcinoma and proximal polyposis of the stomach	APC	1	Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS) is a rare hereditary gastric cancer characterized by proximal gastric polyposis and increased risk of early-onset, intestinal-type adenocarcinoma of the gastric body, with no duodenal or colorectal polyposis.	
Orphanet:313892	Developmental and speech delay due to SOX5 deficiency	SOX5	1	Developmental and speech delay due to SOX5 deficiency is a rare genetic syndromic intellectual disability characterized by mild to severe global developmental delay, intellectual disability and behavioral abnormalities, hypotonia, strabismus, optic nerve hypoplasia and mild facial dysmorphic features (down slanting palpebral fissures, frontal bossing, crowded teeth, auricular abnormalities and prominent philtral ridges). Other associated clinical features may include seizures and skeletal anomalies (kyphosis/scoliosis, pectus deformities).	Rare genetic neurological disorder
Orphanet:313884	12p12.1 microdeletion syndrome	SOX5	1	12p12.1 microdeletion syndrome is a rare chromosomal anomaly syndrome, resulting from the partial deletion of the short arm of chromosome 12, characterized by intellectual disability, global developmental delay with prominent language impairment, behavioral abnormalities and mild facial dysmorphism (incl. frontal bossing, downslanting palpebral fissures, epicanthal folds, broad, depressed nasal bridge with bulbous nasal tip, low-set ears with underdeveloped helices). Other associated features may include skeletal abnormalities (butterfly vertebrae, scoliosis), strabismus, optic nerve hypoplasia, and brain malformations.	Rare genetic neurological disorder;Rare chromosomal anomaly
Orphanet:313855	FGFR2-related bent bone dysplasia	FGFR2	1	FGFR2-related bent bone dysplasia is a rare, genetic, lethal, primary bone dysplasia characterized by dysmorphic craniofacial features (low-set, posteriorly rotated ears, hypertelorism, megalophtalmos, flattened and hypoplastic midface, micrognathia), hypomineralization of the calvarium, craniosynostosis, hypoplastic clavicles and pubis, and bent long bones (particularly involving the femora), caused by germline mutations in the FGFR2 gene. Prematurely erupted fetal teeth, osteopenia, hirsutism, clitoromegaly, gingival hyperplasia, and hepatosplenomegaly with extramedullary hematopoesis may also be associated.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:313850	Infantile cerebellar-retinal degeneration	ACO2	1	Infantile cerebellar-retinal degeneration is a rare, neurodegenerative disorder characterized by an early onset of truncal hypotonia, variable forms of seizures, athetosis, severe global developmental delay, intellectual disability and various ophthalmologic abnormalities, including strabismus, nystagmus, optic atrophy and retinal degeneration.	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:313846	Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome	ATR	1	Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome is a rare, inherited cancer-predisposing syndrome characterized by an early development of cutaneous telangiectasia, mild dental and nail anomalies, patchy alopecia over the affected skin areas and increased lifetime risk for oropharyngeal cancer. Other types of cancer have also been reported.	Rare genetic skin disease
Orphanet:313838	Coats plus syndrome	CTC1;STN1	2	Coats plus syndrome is a pleiotropic multisystem disorder characterized by retinal telangiectasia and exudates, intracranial calcification with leukoencephalopathy and brain cysts, osteopenia with predisposition to fractures, bone marrow suppression, gastrointestinal bleeding and portal hypertension. It is transmitted as an autosomal recessive disease.	Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	AARS2;CSF1R	2	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia is a rare autosomal dominant disease characterized by a complex phenotype including progressive dementia, apraxia, apathy, impaired balance, parkinsonism, spasticity and epilepsy.	Rare genetic neurological disorder
Orphanet:313795	Jawad syndrome	RBBP8	1	Jawad syndrome is a rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by congenital microcephaly wih facial dysmorphism (sloping forehead, prominent nose, mild retrognathia), moderate to severe, non-progressive intellectual disability and symmetrical digital malformations of variable degree, including brachydactyly of the fifth fingers with single flexion crease, clinodactyly, syndactyly, polydactyly and hallux valgus. Congenital anonychia and white café au lait-like spots on the skin of hands and feet are also associated.	Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder
Orphanet:313772	Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome	AFG3L2	1	Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome is a rare hereditary spastic ataxia disorder characterized by childhood onset of slowly progressive lower limb spastic paraparesis and cerebellar ataxia (with dysarthria, swallowing difficulties, motor degeneration), associated with sensorimotor neuropathy (including muscle weakness and distal amyotrophy in lower extremities) and progressive myoclonic epilepsy. Ocular signs (ptosis, oculomotor apraxia), dysmetria, dysdiadochokinesia, dystonic movements and myoclonus may also be associated.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic gastroenterological disease
Orphanet:314603	Autosomal recessive spastic ataxia with leukoencephalopathy	MARS2	1	A rare, genetic, autosomal recessive spastic ataxia disease characterized by cerebellar ataxia, spasticity, cerebellar (and in some cases cerebral) atrophy, dystonia, and leukoencephalopathy.	Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:314597	Chudley-McCullough syndrome	GPSM2	1	Chudley-McCullough syndrome is a rare, genetic, syndromic deafness characterized by severe to profound, bilateral, sensorineural hearing loss (congenital or rapidly progressive in infancy) associated with a complex brain malformation including hydrocephalus, varying degrees of partial corpus callosum agenesis, colpocephaly, cerebral and cerebellar cortical dysplasia (bilateral medial frontal polymicrogyria, bilateral frontal subcortical heteropia) and, in some, arachnoid cysts. Major physical abnormalities or psychomotor delay are usually not associated.	Genetic otorhinolaryngologic disease;Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:314485	Young adult-onset distal hereditary motor neuropathy	DNAJB2	1	Young adult-onset distal hereditary motor neuropathy is a rare autosomal recessive distal hereditary motor neuropathy characterized by slowly progressive muscular weakness, hypotonia and atrophy of the lower limbs, more pronounced distally, leading to paralysis, and loss of tendon reflexes. Additional features may include pes cavus and mild dysphonia. The upper limbs are relatively spared.	Rare genetic neurological disorder
Orphanet:314555	Craniofacial dysplasia-osteopenia syndrome	IRX5	1	Craniofacial dysplasia-osteopenia syndrome is a rare, genetic developmental defect during embryogenesis disorder characterized by craniofacial dysmorphism (incl. brachycephaly, prominent forehead, sparse lateral eyebrows, severe hypertelorism, upslanting palpebral fissures, epicanthal folds, protruding ears, broad nasal bridge, pointed nasal tip, flat philtrum, anteverted nostrils, large mouth, thin upper vermilion border, highly arched palate and mild micrognathia) associated with osteopenia leading to repeated long bone fractures, severe myopia, mild to moderate sensorineural or mixed hearing loss, enamel hypoplasia, sloping shoulders and mild intellectual disability.	Rare genetic developmental defect during embryogenesis
Orphanet:314394	Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	POC1A	1	Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome is a rare, genetic, primary bone dysplasia disorder characterized by severe pre- and post-natal short stature, facial dysmorphism (incl.dolicocephaly, long triangular face, tall forehead, down-slanting palpebral fissures, prominent nose, long philtrum, small ears), early-onset or postpubertal sparse, short hair and hypoplastic fingernails. Small hands with tapering fingers, bracydactyly and fifth-finger clinodactyly, as well as a high-pitched voice are also associated.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:314399	Autosomal dominant aplasia and myelodysplasia	SRP72	1	A rare, genetic, hematologic disorder characterized by bone marrow failure which manifests with aplastic anemia and/or myelodysplasia, associated with hearing/ear abnormalities (such as deafness, labyrinthitis), inherited in an autosomal dominant manner.	Rare genetic hematologic disease
Orphanet:314404	Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome	DNMT1	1	A rare polymorphic disorder, subtype of autosomal dominant cerebellar ataxia type 1 (ADCA type 1), characterized by ataxia, sensorineural deafness and narcolepsy with cataplexy and dementia.	Genetic otorhinolaryngologic disease;Rare genetic neurological disorder
Orphanet:314373	Chronic infantile diarrhea due to guanylate cyclase 2C overactivity	GUCY2C	1	A rare, genetic, intestinal disease characterized by early-onset, chronic diarrhea and intestinal inflammation due to overactivity of guanylate cyclase 2C. Additional manifestations include meteorism, dehydration, metabolic acidosis and electrolyte disturbances. Intestinal dysmotility, small-bowel obstruction and esophagitis (with or without esophageal hernia), as well as irritable bowel syndrome (without severe abdominal pain) and Crohn's disease, are frequently associated.	Rare genetic gastroenterological disease
Orphanet:314376	Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	GUCY2C	1	 gene (12p12) leading to marked reduction or absence of enzymatic activity of guanylate cyclase 2C were found in the affected patients. The disease was reported to show partial penetrance.	Rare genetic gastroenterological disease
Orphanet:314381	Hereditary sensory and autonomic neuropathy type 6	DST	1	NA	Rare genetic neurological disorder
Orphanet:314051	Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	EARS2	1	Leukoencephalopathy-thalamus and brainstem anomalies-high lactate (LTBL) syndrome is a rare, genetic neurological disorder defined by early-onset of neurologic symptoms, biphasic clinical course, unique MRI features (incl. extensive, symmetrical, deep white matter abnormalities), and increased lactate in body fluids. The severe form is characterized by delayed psychomotor development, seizures, early-onset hypotonia, and persistently increased lactate levels. The mild form usually presents with irritability, psychomotor regression after six months of age, and temporary high lactate levels, with overall clinical improvement from the second year onward.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism
Orphanet:306674	Kufor-Rakeb syndrome	ATP13A2	1	Kufor-Rakeb syndrome (KRS) is a rare genetic neurodegenerative disorder characterized by juvenile Parkinsonism, pyramidal degeneration (dystonia), supranuclear palsy, and cognitive impairment.	Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:306734	Primary dystonia, DYT21 type	DYT21	1	Primary dystonia, DYT21 type is a subtype of mixed dystonia with a late-onset form of pure torsion dystonia.	Rare genetic neurological disorder
Orphanet:308380	Methylcobalamin deficiency type cblDv1	MMADHC	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism;Rare genetic hematologic disease
Orphanet:308386	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	MOCS1	1	NA	Rare inborn errors of metabolism
Orphanet:308393	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	MOCS2	1	NA	Rare inborn errors of metabolism
Orphanet:308400	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	GPHN	1	NA	Rare inborn errors of metabolism
Orphanet:308410	Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency	BCKDK	1	A rare disorder of branched-chain amino acid metabolism characterized by childhood-onset epilepsy, autism and intellectual disability with reduced levels of plasma branched chain aminoacids.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:308425	Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	MCEE	1	Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency is a rare inborn error of metabolism disease characterized by mild to moderate, persistent elevation of methylmalonic acid in plasma, urine and cerebrospinal fluid. Clinical presentation may include acute metabolic decompensation with metabolic acidosis (presenting with vomiting, dehydration, confusion, hallucinations), nonspecific neurological symptoms, or may also be asymptomatic.	Rare inborn errors of metabolism
Orphanet:308698	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:308712	Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:308670	Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:308684	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:309015	Familial lipoprotein lipase deficiency	LPL	1	NA	Rare inborn errors of metabolism;Rare genetic endocrine disease
Orphanet:309020	Familial apolipoprotein C-II deficiency	APOC2	1	NA	Rare inborn errors of metabolism;Rare genetic endocrine disease
Orphanet:308487	Generalized galactose epimerase deficiency	GALE	1	NA	Rare genetic hepatic disease;Rare genetic eye disease;Rare inborn errors of metabolism;Rare genetic renal disease
Orphanet:308473	Erythrocyte galactose epimerase deficiency	GALE	1	NA	Rare genetic hepatic disease;Rare genetic eye disease;Rare inborn errors of metabolism;Rare genetic renal disease
Orphanet:178	Chordoma	TBXT	1	Chordomas are rare malignant tumors arising from embryonic remnants of the notochord in axial skeleton.	Rare genetic tumor;Rare genetic endocrine disease
Orphanet:2637	Microcephalic osteodysplastic primordial dwarfism type II	PCNT	1	A rare bone disease and a form of microcephalic primordial dwarfism characterized by severe pre- and postnatal growth retardation, with marked microcephaly in proportion to body size, skeletal dysplasia, abnormal dentition, insulin resistance, and increased risk for cerebrovascular disease.	Rare genetic developmental defect during embryogenesis;Rare genetic endocrine disease;Rare genetic bone disease;Rare genetic neurological disorder
Orphanet:308442	Vitamin B12-responsive methylmalonic acidemia, type cblDv2	MMADHC	1	NA	Rare inborn errors of metabolism;Rare genetic renal disease
Orphanet:308655	Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
