,closeness,betweenness,degree,eigenvector
entrez gene/locuslink:856858,0.3949657353716394,5.292846441127483e-07,4.0,0.0017820361578654077
entrez gene/locuslink:853861,0.4633222540001546,8.394042814803622e-05,44.0,0.008171622044819669
entrez gene/locuslink:855344,0.45292428593017986,1.3797280324782159e-06,8.0,0.004086163564585911
entrez gene/locuslink:854295,0.47115233453859456,2.863600920029803e-05,21.0,0.008562683033146048
entrez gene/locuslink:850431,0.3847487001733102,1.2457211396851418e-06,6.0,0.0016574326127371032
entrez gene/locuslink:852017,0.4520021114546414,3.581973227200277e-06,12.0,0.005215855524915311
entrez gene/locuslink:852750,0.4658066521603979,3.4382724019304644e-05,40.0,0.008328251500205068
entrez gene/locuslink:850443,0.46587906109124827,1.1838825255637785e-05,28.0,0.008568203005403124
entrez gene/locuslink:850792,0.4668587896253602,1.5050828756155441e-05,22.0,0.006458874023321196
entrez gene/locuslink:853990,0.47368421052631576,4.633257229712179e-05,20.0,0.006469042257566278
entrez gene/locuslink:855638,0.41895575592367373,4.515722466819678e-06,24.0,0.003322784488051664
entrez gene/locuslink:856315,0.48214285714285715,6.182144368017085e-05,45.0,0.01074957008202653
entrez gene/locuslink:852695,0.4923607688516511,0.0015345949564285661,264.0,0.025034667098124762
entrez gene/locuslink:853017,0.4519339515946618,7.452846748196105e-05,46.0,0.006907744930180748
entrez gene/locuslink:851982,0.4740963378944871,6.242164381685315e-06,9.0,0.006701897509165923
entrez gene/locuslink:854842,0.43190661478599224,5.429181948305265e-05,21.0,0.004145608349613891
entrez gene/locuslink:856131,0.45450409463148317,1.5448677371467905e-05,11.0,0.005017421877773423
entrez gene/locuslink:852751,0.4237539766702015,5.363772817055163e-07,6.0,0.0029522434500613864
entrez gene/locuslink:850738,0.4154997920421461,1.9168755474611376e-06,3.0,0.0018075024743635306
entrez gene/locuslink:855686,0.4607225211375865,7.000537979037527e-06,12.0,0.005095148160622453
entrez gene/locuslink:852237,0.3968485169491525,1.5925578325723825e-05,16.0,0.0025846709578626922
entrez gene/locuslink:856458,0.45906410354599064,3.272958826007034e-05,31.0,0.008434395627898827
entrez gene/locuslink:853057,0.42634611281029944,4.609175812663191e-06,5.0,0.002669816198480804
entrez gene/locuslink:855381,0.3397766566521172,0.0,2.0,0.00029287969297815767
entrez gene/locuslink:851029,0.46674972745678245,8.604781558251739e-05,42.0,0.009122742056786965
entrez gene/locuslink:852869,0.34406750473566383,3.5957907205182996e-07,3.0,0.0005350040003707916
entrez gene/locuslink:851655,0.46008596868283697,4.9422348229928965e-05,13.0,0.005690210918333376
entrez gene/locuslink:853422,0.4621790423317141,0.00042953106064336336,45.0,0.00839445595745608
entrez gene/locuslink:851420,0.4576271186440678,1.9741549758233676e-06,10.0,0.0051050416792039355
entrez gene/locuslink:852722,0.4610059990770651,1.3906929948873216e-05,19.0,0.006758184229129721
entrez gene/locuslink:850819,0.41749669150936825,9.295170185871861e-06,10.0,0.0024070492274293497
entrez gene/locuslink:852643,0.42549868673244834,7.613881522884116e-05,23.0,0.0026888128066946473
entrez gene/locuslink:853357,0.38091001525165225,5.291409693676873e-06,10.0,0.0030624479296098915
entrez gene/locuslink:853827,0.4670406732117812,1.1324963006651948e-05,14.0,0.007085277437084401
entrez gene/locuslink:852991,0.46982285624706066,1.7148575427013167e-05,23.0,0.00770452093385577
entrez gene/locuslink:850417,0.31023238962786603,0.0,1.0,5.2571973701322874e-05
entrez gene/locuslink:850618,0.31023238962786603,0.0,1.0,5.2571973701321885e-05
entrez gene/locuslink:855784,0.44858554108666365,1.052473080177111e-06,10.0,0.005589036995216743
entrez gene/locuslink:854167,0.4675871752866838,5.2432624648446185e-06,10.0,0.00651292792840571
entrez gene/locuslink:850946,0.34165526675786595,7.193242928650845e-07,10.0,0.0008600000791378181
entrez gene/locuslink:855297,0.47289940828402366,7.806230900594115e-06,22.0,0.010210089035385058
entrez gene/locuslink:855169,0.4188679245283019,2.0490480498456323e-05,16.0,0.0029093647587758935
entrez gene/locuslink:854236,0.4670406732117812,1.6872836682336204e-05,20.0,0.007827138140862212
entrez gene/locuslink:852587,0.4002671118530885,2.600732322775599e-06,6.0,0.0019108381307238772
entrez gene/locuslink:850361,0.45895865237366,3.027667780669961e-05,17.0,0.0062887725728267806
entrez gene/locuslink:853002,0.4610414583493577,4.055832537330875e-05,18.0,0.006949968609900434
entrez gene/locuslink:856430,0.44295004433934376,2.0443644893060335e-06,9.0,0.0034852462409736187
entrez gene/locuslink:855756,0.4729367208458261,3.957068980987087e-06,20.0,0.010426146283704864
entrez gene/locuslink:851191,0.4656257282684689,1.679362756116726e-05,25.0,0.007527498636126303
entrez gene/locuslink:855680,0.43828604855220826,1.5603381600070248e-05,24.0,0.005270420998763311
entrez gene/locuslink:855251,0.43838221312074893,2.470064444303954e-06,4.0,0.003032006499273971
entrez gene/locuslink:852074,0.4525481313703284,3.809992402185222e-06,13.0,0.006079227871744452
entrez gene/locuslink:854855,0.4683178373310415,6.328634964760444e-05,34.0,0.009063629298214596
entrez gene/locuslink:850674,0.3401623063390273,2.717304226178219e-07,2.0,0.0003265509015216897
entrez gene/locuslink:854541,0.49082869308876514,0.004585435968228839,293.0,0.02317234472372965
entrez gene/locuslink:856454,0.4628928874816588,2.2881512143867788e-06,9.0,0.0050832984357839246
entrez gene/locuslink:853553,0.471745631984889,0.000158682569741805,41.0,0.009629572692487102
entrez gene/locuslink:850447,0.3763184329482672,4.8477387628738065e-05,65.0,0.005845493845943837
entrez gene/locuslink:855402,0.4605455243949289,6.888251444193087e-06,14.0,0.004846673466282581
entrez gene/locuslink:854656,0.4617517910792697,2.9278233782082648e-05,43.0,0.00779163466060872
entrez gene/locuslink:856736,0.4568249371236948,7.609084156292485e-05,46.0,0.008897429582223044
entrez gene/locuslink:851787,0.471671388101983,3.529295168263074e-05,35.0,0.0077418953751540055
entrez gene/locuslink:854212,0.4538158691701999,4.8715703671876054e-05,35.0,0.006582565331306801
entrez gene/locuslink:854352,0.3342441309318017,2.3770371130531025e-07,3.0,0.0002517844309823083
entrez gene/locuslink:850990,0.4632148377125193,7.960863861362505e-05,8.0,0.005823335792862678
entrez gene/locuslink:851106,0.46725912067352665,6.711451609226789e-08,7.0,0.005660060536699233
entrez gene/locuslink:852474,0.4505411906193626,1.4462875292236144e-06,11.0,0.004880306738711862
entrez gene/locuslink:853589,0.43378202344767697,0.0001494750058938012,71.0,0.007300480417609611
entrez gene/locuslink:854278,0.44751381215469616,1.1977408985024554e-05,10.0,0.0036360463416068856
entrez gene/locuslink:853848,0.4631074712199645,3.372480767966399e-05,24.0,0.007247031696854641
entrez gene/locuslink:853434,0.4901864573110893,0.00352310463967143,366.0,0.034407182109563596
entrez gene/locuslink:854970,0.46400371574547145,1.5481299074944778e-05,28.0,0.008176666696478286
entrez gene/locuslink:851822,0.43812586799210584,3.5685833038275377e-07,3.0,0.0030121996145671998
entrez gene/locuslink:855112,0.46828125,7.96495646357584e-07,9.0,0.006589183562921439
entrez gene/locuslink:852238,0.4064004339277239,1.7006009459366753e-06,10.0,0.0024398167000238957
entrez gene/locuslink:851059,0.45309547206893946,1.7027721669015885e-05,24.0,0.005146011008014592
entrez gene/locuslink:856035,0.4651920838183935,0.0002551472483253049,52.0,0.007688725582754772
entrez gene/locuslink:854557,0.4585724122102364,1.0088035126024489e-05,33.0,0.012953607739820917
entrez gene/locuslink:852710,0.46182294475691504,8.369683084448288e-06,17.0,0.007418112064726853
entrez gene/locuslink:855488,0.45374716124148373,2.3146682384361777e-06,13.0,0.0055887421131607
entrez gene/locuslink:852334,0.3929203539823009,2.9892618969085053e-06,6.0,0.0015421389767762991
entrez gene/locuslink:854822,0.45864258933353735,2.3622531728442234e-05,47.0,0.010452628313181545
entrez gene/locuslink:856500,0.3903868698710434,0.0,2.0,0.0013282899522611068
entrez gene/locuslink:854493,0.4642552861900705,1.8786921319614342e-05,12.0,0.00673358224294201
entrez gene/locuslink:850317,0.47405884213856375,1.8480083404416165e-05,31.0,0.013772479240067444
entrez gene/locuslink:854874,0.46278567016676964,1.706519345346525e-05,19.0,0.005786460696733423
entrez gene/locuslink:852328,0.42169691853102576,0.0,3.0,0.0024127874213732935
entrez gene/locuslink:850529,0.4516615175947555,2.6700042785625234e-06,14.0,0.005662696143555481
entrez gene/locuslink:852809,0.46346555323590816,2.0418706298603337e-05,27.0,0.007233798338365946
entrez gene/locuslink:856048,0.46875733166497224,1.764191697966714e-05,17.0,0.0071751908897829415
entrez gene/locuslink:854918,0.47289940828402366,6.563880352071429e-05,46.0,0.01012514758395361
entrez gene/locuslink:853334,0.48323121573685907,0.00014273622257926388,85.0,0.014644214324592623
entrez gene/locuslink:856852,0.43796580447172295,6.265456454939161e-05,28.0,0.005527824988117131
entrez gene/locuslink:855900,0.4161632993126432,2.61996828309208e-05,31.0,0.005631768090451385
entrez gene/locuslink:854537,0.457173365875982,3.9140854599267324e-05,29.0,0.00565157478324289
entrez gene/locuslink:851650,0.47070833987749333,1.9116278683047228e-05,10.0,0.005950564408719013
entrez gene/locuslink:856591,0.3515336343909448,2.7280675465916826e-06,13.0,0.0012460913340914463
entrez gene/locuslink:854816,0.4668951550085683,2.632125651355421e-07,6.0,0.005010588476642246
entrez gene/locuslink:853230,0.4347258485639687,1.4610627250004416e-06,12.0,0.004676657216482687
entrez gene/locuslink:854190,0.46196531791907514,2.2535188972241956e-06,12.0,0.006678099327241734
entrez gene/locuslink:853852,0.4413843888070692,7.559930440578411e-07,5.0,0.0035800352112517774
entrez gene/locuslink:851701,0.457871820334581,5.827304002531215e-06,21.0,0.0071517423420591475
entrez gene/locuslink:855366,0.4428191489361702,1.931150920406944e-06,7.0,0.004014735957656911
entrez gene/locuslink:855442,0.4381899261641933,6.752947818937246e-06,8.0,0.00273689749999492
entrez gene/locuslink:851910,0.4650837988826816,7.182593314603781e-06,9.0,0.005567380678512474
entrez gene/locuslink:850969,0.4630001544878727,1.141859862555595e-05,30.0,0.01068429877285764
entrez gene/locuslink:853581,0.4598036207425591,0.00011626529897250332,57.0,0.00818756045953774
entrez gene/locuslink:851033,0.4225590412407473,1.1921555161551099e-05,13.0,0.0029516484638344997
entrez gene/locuslink:856478,0.4676601388780526,0.000736232484975816,99.0,0.01042894419996831
entrez gene/locuslink:852145,0.4491569876358187,6.287553033850176e-06,15.0,0.0056658130397877135
entrez gene/locuslink:852686,0.4767737830098632,6.532258378201907e-05,44.0,0.017352232546637203
entrez gene/locuslink:856868,0.48510844933635483,2.5342265697818187e-05,57.0,0.022009919463334755
entrez gene/locuslink:856927,0.37712344280860705,1.7124407949548815e-06,5.0,0.0012283925497106796
entrez gene/locuslink:854401,0.4567205120390125,8.21435655081257e-06,9.0,0.005766381905502779
entrez gene/locuslink:856017,0.40472653612424037,7.833861541567298e-06,13.0,0.002555339288174293
entrez gene/locuslink:855806,0.4517976935252883,2.848780528304948e-05,10.0,0.0036309324057541867
entrez gene/locuslink:850303,0.4484512943288942,1.3869200078804695e-05,9.0,0.003993718496205391
entrez gene/locuslink:853586,0.4637883008356546,0.0003416358011951481,12.0,0.005565467927616918
entrez gene/locuslink:855619,0.42420382165605097,1.7680971371442033e-05,28.0,0.007544169609711836
entrez gene/locuslink:853652,0.45030425963488846,3.3425875423265895e-06,7.0,0.00441515162582233
entrez gene/locuslink:852114,0.4476140691509223,3.395925993308036e-06,8.0,0.003904854660674693
entrez gene/locuslink:852049,0.4546419902912621,0.0002088934726074865,66.0,0.010160691414074902
entrez gene/locuslink:852948,0.47185704164370623,7.211613059398994e-06,12.0,0.0066617807020422255
entrez gene/locuslink:853854,0.46602394650909656,1.096227798500558e-05,15.0,0.006513235255296078
entrez gene/locuslink:856159,0.45906410354599064,0.0001107384403917767,59.0,0.008943881461533942
entrez gene/locuslink:853715,0.45976835161463525,8.384953826332106e-05,41.0,0.007503634036218789
entrez gene/locuslink:852435,0.447948583812869,2.896212206236893e-06,11.0,0.004018145704045324
entrez gene/locuslink:853595,0.4106604549191559,1.5214112025499315e-05,10.0,0.0023602535001244892
entrez gene/locuslink:850771,0.4468465782018786,5.8424406292274396e-05,21.0,0.005107159984075627
entrez gene/locuslink:853388,0.4513214366388073,2.6399330795124537e-05,30.0,0.005528155492576689
entrez gene/locuslink:856709,0.47791420826024555,5.116211718346486e-05,66.0,0.013883179055827768
entrez gene/locuslink:854120,0.468061846009683,7.629725509977327e-06,12.0,0.006646557441612665
entrez gene/locuslink:854065,0.4724148802017655,0.0001314505064321731,36.0,0.009699828717531923
entrez gene/locuslink:856491,0.4336564896541745,1.350193618402229e-06,5.0,0.002984068125196197
entrez gene/locuslink:851021,0.330193356470005,1.0934239084790368e-07,4.0,0.0002578942515616012
entrez gene/locuslink:855201,0.4660964230171073,3.764068206974572e-05,47.0,0.00936567664185538
entrez gene/locuslink:852897,0.4719685039370079,7.36475050264067e-05,29.0,0.008752905112645919
entrez gene/locuslink:854662,0.4626785025086839,0.00012856898087537666,88.0,0.011437990773284681
entrez gene/locuslink:851401,0.3780510879848628,2.4258271010857538e-05,10.0,0.0013101657732234977
entrez gene/locuslink:852705,0.33039356190056224,2.6095954945976894e-07,4.0,0.0001770665178262112
entrez gene/locuslink:852892,0.4687939934303144,2.414514407756418e-05,41.0,0.009735566087994653
entrez gene/locuslink:856117,0.48253099339880856,6.7287239637974725e-06,25.0,0.012230148757799169
entrez gene/locuslink:852703,0.46253568948221313,4.120235428981802e-05,48.0,0.01023580543501676
entrez gene/locuslink:854977,0.46890401314245483,2.8029317500749476e-05,42.0,0.01001735605309479
entrez gene/locuslink:851470,0.474396517609814,2.0281308139450507e-05,33.0,0.00861061126178074
entrez gene/locuslink:852651,0.4479820627802691,1.4433223601086358e-06,12.0,0.005184505200845586
entrez gene/locuslink:854458,0.44498886414253896,1.058893822135459e-05,24.0,0.004827616036990726
entrez gene/locuslink:855929,0.47185704164370623,0.00022879234109339673,116.0,0.01261580982826537
entrez gene/locuslink:854085,0.4655533980582524,0.00022264712694581668,127.0,0.013449234861727014
entrez gene/locuslink:856842,0.44962868501987846,2.2731114360133816e-05,46.0,0.008130130084424939
entrez gene/locuslink:854185,0.47458432304038006,1.6981112273080602e-05,26.0,0.010285698221074054
entrez gene/locuslink:850956,0.46711346633416456,5.2679561585219105e-05,63.0,0.009800551054373554
entrez gene/locuslink:852743,0.47345971563981043,2.3000614579227048e-05,25.0,0.007504383169633047
entrez gene/locuslink:851430,0.455125284738041,1.4415935404167129e-06,12.0,0.005318668901402211
entrez gene/locuslink:853361,0.46569808095719056,6.519714771062153e-05,47.0,0.009946633000962312
entrez gene/locuslink:850887,0.4555749790985787,1.3656902750689141e-05,26.0,0.0061076395334223495
entrez gene/locuslink:854802,0.4414494034467521,3.1422848294762395e-05,24.0,0.0067410048620290255
entrez gene/locuslink:856565,0.3765785009738016,1.7519557122321356e-05,13.0,0.0015139382548232322
entrez gene/locuslink:853154,0.4602272727272727,5.513713601048016e-05,11.0,0.005006189591807022
entrez gene/locuslink:852657,0.47681170949009627,1.2335995773057845e-05,17.0,0.007631040620432186
entrez gene/locuslink:855882,0.45550573751804846,7.077603849122159e-07,10.0,0.004643325995894224
entrez gene/locuslink:853624,0.3803540833809252,5.435899842214642e-06,6.0,0.0016043239733975144
entrez gene/locuslink:851351,0.36043295249549007,5.276036739225709e-07,6.0,0.0011776306073876472
entrez gene/locuslink:855970,0.435420601481912,1.0532390549396612e-05,26.0,0.0045058877735165695
entrez gene/locuslink:856614,0.44788164088769333,2.620387142592621e-06,14.0,0.005094209753113875
entrez gene/locuslink:854862,0.30684959557694275,0.0,1.0,3.622434661862756e-05
entrez gene/locuslink:851187,0.4053012374061803,3.7866811668465033e-06,5.0,0.001997618376879029
entrez gene/locuslink:855159,0.47925161909330777,3.617865685003583e-05,49.0,0.01097135643548092
entrez gene/locuslink:853389,0.457173365875982,0.0001894393125537075,71.0,0.008755863146418092
entrez gene/locuslink:855766,0.4457499814084926,5.669390138175079e-06,12.0,0.004981634418358763
entrez gene/locuslink:852539,0.48167791706846674,5.059894041919236e-05,21.0,0.009322350765326481
entrez gene/locuslink:851645,0.47226599432713523,7.269319659793255e-06,26.0,0.009752289248127705
entrez gene/locuslink:856769,0.4671862821512081,1.625198879621548e-05,18.0,0.005654640029741129
entrez gene/locuslink:854843,0.4652281900031046,1.2522869256596983e-05,22.0,0.006752377903982344
entrez gene/locuslink:855067,0.44618133095131757,6.518210488888771e-05,36.0,0.006173005944250825
entrez gene/locuslink:854530,0.35507375155500265,1.73772982526697e-05,5.0,0.0009275040024904629
entrez gene/locuslink:855268,0.44979738856371004,3.4649639830028e-05,15.0,0.004808038763745971
entrez gene/locuslink:850412,0.33002973240832506,1.1569719203055408e-06,2.0,0.00023555471009975343
entrez gene/locuslink:850864,0.47700143243673404,2.5444682212002167e-05,52.0,0.01806093019988079
entrez gene/locuslink:855273,0.47308602999210736,6.318348996792808e-06,19.0,0.009289619854964062
entrez gene/locuslink:856121,0.4557828302030264,1.4977986347905066e-06,7.0,0.004703515774466244
entrez gene/locuslink:854294,0.46901408450704224,4.3269546772631845e-05,35.0,0.009131866587319933
entrez gene/locuslink:856343,0.41082933516106923,0.00011519518259024263,45.0,0.003766187373143422
entrez gene/locuslink:853254,0.4058226134055518,8.787970432048827e-07,12.0,0.002165705485579528
entrez gene/locuslink:856358,0.4626785025086839,8.604818634034922e-06,12.0,0.005480221165007877
entrez gene/locuslink:853390,0.4565118050266565,1.6719099006565839e-06,9.0,0.0046292418723850115
entrez gene/locuslink:853556,0.43057251634221677,1.9211890954250156e-06,8.0,0.0028145466155143906
entrez gene/locuslink:856368,0.3631626779763708,1.035304753821289e-05,16.0,0.0020079283273929244
entrez gene/locuslink:850971,0.4669679027734497,2.7709629874883047e-06,7.0,0.005037232496821052
entrez gene/locuslink:853597,0.4670406732117812,1.2993153804596033e-06,12.0,0.008278692089592641
entrez gene/locuslink:851866,0.44942640773787207,2.9119374796493314e-06,12.0,0.004320654469063097
entrez gene/locuslink:851478,0.47383399209486166,1.2065553438912315e-05,43.0,0.01563999909974132
entrez gene/locuslink:856839,0.4623216351716159,7.969841297414833e-06,35.0,0.014080849764110486
entrez gene/locuslink:852256,0.4617162224618703,4.195317497563185e-06,17.0,0.0071907174238422565
entrez gene/locuslink:853428,0.4516615175947555,4.6836619190169925e-06,19.0,0.006744160210867648
entrez gene/locuslink:852269,0.4752239752636169,8.687189810091893e-06,17.0,0.008718847094581211
entrez gene/locuslink:855312,0.46396779936527593,6.836046243416986e-06,20.0,0.008140741634363659
entrez gene/locuslink:850392,0.43228039809606233,1.2105712427359295e-06,8.0,0.003978772020298871
entrez gene/locuslink:854071,0.4537128150783438,2.1533409928303757e-05,24.0,0.004879591282636616
entrez gene/locuslink:853127,0.4143795368129969,4.546498831989429e-07,3.0,0.0021703263009745736
entrez gene/locuslink:856536,0.44778126400717166,0.00020038654032585214,78.0,0.008218219107716961
entrez gene/locuslink:852405,0.4118172449330127,1.7782176172586973e-05,38.0,0.005341915321054165
entrez gene/locuslink:852700,0.4391208791208791,1.5040588761726687e-05,24.0,0.004446173783431878
entrez gene/locuslink:852622,0.44275373024080367,1.2583763196637715e-05,17.0,0.0038650280993021077
entrez gene/locuslink:853261,0.4686840253342716,0.0001499728752862121,88.0,0.012566675400801955
entrez gene/locuslink:854228,0.45074447285306063,2.996114260345514e-06,7.0,0.003967509243291944
entrez gene/locuslink:855103,0.4359589788348244,3.123029887317862e-05,21.0,0.005895608290774097
entrez gene/locuslink:851563,0.4656619018023617,4.1796487878973685e-06,12.0,0.006458201856494778
entrez gene/locuslink:851649,0.46875733166497224,7.104045869768678e-06,16.0,0.007846399503554863
entrez gene/locuslink:851314,0.43315508021390375,9.314467570807772e-05,80.0,0.009274172823015627
entrez gene/locuslink:852121,0.46168065932373104,8.953170109036963e-05,31.0,0.009833602032956232
entrez gene/locuslink:851624,0.46346555323590816,8.052741082778615e-05,48.0,0.009583010281628373
entrez gene/locuslink:853491,0.4538845979100409,3.575366059847616e-06,9.0,0.004199791669037433
entrez gene/locuslink:850593,0.4712634641088136,1.19285961733737e-05,23.0,0.0086416620335208
entrez gene/locuslink:853014,0.39499176276771003,1.507012550770899e-07,4.0,0.001973432652871905
entrez gene/locuslink:850921,0.47488512121692283,3.594948904231102e-06,11.0,0.006474511610875337
entrez gene/locuslink:851411,0.4593103448275862,8.247643878044804e-06,9.0,0.005796352906882614
entrez gene/locuslink:853144,0.3948876737597997,2.1030238833280495e-05,42.0,0.005866745738647338
entrez gene/locuslink:853974,0.4568945803796021,1.9178420278064244e-05,15.0,0.005587856972992401
entrez gene/locuslink:850515,0.40984615384615386,6.270633954980458e-06,12.0,0.0021595953833786295
entrez gene/locuslink:854930,0.4697124049839354,4.301860178089001e-05,22.0,0.007826484615113344
entrez gene/locuslink:851312,0.3837879369957741,5.5350035274033515e-05,43.0,0.003100991679407466
entrez gene/locuslink:853329,0.35254675920479944,4.817104502202349e-07,5.0,0.0009690827356063087
entrez gene/locuslink:853545,0.4645071295722257,4.022946985494402e-06,15.0,0.007037385122707017
entrez gene/locuslink:855121,0.3898029524614684,0.0002802140381276534,12.0,0.002273222079675803
entrez gene/locuslink:850484,0.3026661280549384,0.0,4.0,3.503540050313293e-05
entrez gene/locuslink:855720,0.41968911917098445,1.197861505339376e-05,5.0,0.002344609010851923
entrez gene/locuslink:852552,0.37793190416141237,2.3181047284355974e-06,4.0,0.001151683650758575
entrez gene/locuslink:856364,0.32429800357084887,2.0882918296975555e-07,4.0,8.866221941144092e-05
entrez gene/locuslink:851804,0.39274013890708953,1.8151231694192318e-06,5.0,0.0014468090966103316
entrez gene/locuslink:851688,0.4658428538120774,1.089822331976394e-05,34.0,0.010021841650757046
entrez gene/locuslink:851886,0.46207215541165586,6.097430980683721e-06,11.0,0.004555486865297741
entrez gene/locuslink:856590,0.34101382488479265,4.806505622893623e-07,7.0,0.0005596608890071002
entrez gene/locuslink:850325,0.4691242075604602,0.0001476195837015374,100.0,0.014552786067029701
entrez gene/locuslink:853548,0.45850225655932075,1.5338820456440415e-06,9.0,0.0046487172541765185
entrez gene/locuslink:851710,0.4597330878969167,2.3432199215384866e-05,16.0,0.006135010701671893
entrez gene/locuslink:852486,0.40789384144266755,1.4146479179658707e-05,27.0,0.003587168224521323
entrez gene/locuslink:856161,0.41992433795712486,2.4075099089591265e-06,14.0,0.002503101032077031
entrez gene/locuslink:856605,0.4689406978563605,4.313420913164817e-05,8.0,0.0056542279353437586
entrez gene/locuslink:853518,0.46285714285714286,2.6645896638192013e-06,14.0,0.005805269403769213
entrez gene/locuslink:855909,0.34956552166559746,4.998974324634229e-07,5.0,0.0008616555357970108
entrez gene/locuslink:853936,0.46598771670683353,5.035539050677955e-06,20.0,0.007298295533664934
entrez gene/locuslink:853047,0.35787211176786676,1.377231651186554e-06,6.0,0.0010006802475187103
entrez gene/locuslink:855887,0.4524115027549249,8.019224266575302e-08,5.0,0.0035843272667886537
entrez gene/locuslink:850631,0.4732727990525069,0.0003135391499806146,75.0,0.01037982649946741
entrez gene/locuslink:856740,0.4679156908665105,2.4134844810945385e-05,23.0,0.007926673341189861
entrez gene/locuslink:851295,0.37992013690815746,4.2750915790929056e-07,4.0,0.001514338352470352
entrez gene/locuslink:855872,0.4122704450099732,1.6313624780307636e-06,4.0,0.0018044489137841201
entrez gene/locuslink:855746,0.4697124049839354,3.277806816803892e-05,12.0,0.006515393600410912
entrez gene/locuslink:851583,0.4580817730225449,1.3333338809301882e-06,9.0,0.006138835805735752
entrez gene/locuslink:852660,0.44347440071026933,7.434310817389156e-05,65.0,0.008413382442333136
entrez gene/locuslink:854273,0.4469465364253225,2.236737133832823e-05,36.0,0.006300169585627669
entrez gene/locuslink:855458,0.4583970633221169,6.91339556353698e-05,41.0,0.006059208993486114
entrez gene/locuslink:853290,0.4736467799288819,0.00016371796322072935,58.0,0.010226228902939028
entrez gene/locuslink:855093,0.4528900642236494,3.87453594061834e-05,22.0,0.006037054693994071
entrez gene/locuslink:853991,0.46853748143515983,9.129202467572327e-06,17.0,0.0071433586284753514
entrez gene/locuslink:854467,0.45790679908326964,1.4227850545511683e-06,6.0,0.004235569774715256
entrez gene/locuslink:855830,0.3888168137000519,5.075001882038932e-05,54.0,0.004607313419812462
entrez gene/locuslink:855822,0.45783684692942256,3.936402694666255e-05,10.0,0.005831251733964888
entrez gene/locuslink:855071,0.35017818542968976,4.6751254494980705e-07,4.0,0.00106455329458783
entrez gene/locuslink:854300,0.4646511627906977,1.349296367211331e-05,27.0,0.006981080593429851
entrez gene/locuslink:851135,0.43378202344767697,1.2412713907598813e-05,13.0,0.0031810410642707466
entrez gene/locuslink:854046,0.46089965397923877,8.68608386859988e-06,16.0,0.005200650415876494
entrez gene/locuslink:852724,0.4608287845006535,0.00023166193018336689,64.0,0.008773565672093062
entrez gene/locuslink:854835,0.4594159576914233,2.7419537008958266e-06,13.0,0.006242372061861898
entrez gene/locuslink:851282,0.4617162224618703,2.1084244749629082e-05,14.0,0.005833918463212354
entrez gene/locuslink:852291,0.4193367846648944,4.353588447070212e-07,5.0,0.0021485671348705168
entrez gene/locuslink:852341,0.4714858805946669,5.979869260260287e-05,35.0,0.00934911390130401
entrez gene/locuslink:855016,0.4672226985735443,9.9383420244901e-06,27.0,0.00847156995133718
entrez gene/locuslink:852438,0.44223107569721115,2.772401333226046e-06,8.0,0.003996085867164675
entrez gene/locuslink:850826,0.4479820627802691,7.459402456607595e-06,22.0,0.005924650840946966
entrez gene/locuslink:852546,0.4542285541073052,7.761590439616322e-06,16.0,0.005285479338114963
entrez gene/locuslink:856812,0.4606871109061563,7.905076384322442e-07,9.0,0.004954148130592671
entrez gene/locuslink:850369,0.40979011417242084,1.2896109157252978e-05,20.0,0.0034227650444043677
entrez gene/locuslink:855218,0.4701914025729526,7.222936905800744e-07,8.0,0.005411627373918524
entrez gene/locuslink:850339,0.36845340545856897,8.129124156371141e-05,6.0,0.0017052843994273443
entrez gene/locuslink:850548,0.326062122613284,2.975295669789795e-07,3.0,0.0002193261443630321
entrez gene/locuslink:850360,0.4655533980582524,4.0712972275816835e-06,16.0,0.0075626033986013275
entrez gene/locuslink:854139,0.48028846153846155,3.53860452889977e-05,14.0,0.007357979903507173
entrez gene/locuslink:851550,0.4649034359730086,7.180598307270342e-05,15.0,0.006376883072479908
entrez gene/locuslink:850608,0.4505411906193626,1.0460019378328443e-06,5.0,0.0038489621880371436
entrez gene/locuslink:856427,0.38581359423274975,2.1354520601700845e-06,6.0,0.0015716326834721195
entrez gene/locuslink:856543,0.3494636194029851,3.555843617027645e-05,61.0,0.0030777356776792246
entrez gene/locuslink:854635,0.3763184329482672,9.983847409215394e-07,5.0,0.0011533611498863892
entrez gene/locuslink:853381,0.3896509133459013,5.41837436104308e-06,12.0,0.002755798381900819
entrez gene/locuslink:850787,0.4751486325802616,9.317780398357972e-05,27.0,0.008629721040565351
entrez gene/locuslink:851469,0.415701504958735,4.055008835876718e-06,13.0,0.0032022277083390213
entrez gene/locuslink:851448,0.46631398786370004,5.906967790239401e-06,19.0,0.007129203507266777
entrez gene/locuslink:853416,0.4568945803796021,5.56698950096889e-05,44.0,0.0069085544842027455
entrez gene/locuslink:851423,0.4674777725783809,1.364955269109559e-06,8.0,0.006304949306918225
entrez gene/locuslink:851409,0.37038867947846504,1.8915732550938837e-06,6.0,0.0010795512312124253
entrez gene/locuslink:853793,0.36411128659944114,0.0,2.0,0.0007084466225457708
entrez gene/locuslink:854554,0.45755725190839697,3.5852147911711997e-06,16.0,0.005471557077707728
entrez gene/locuslink:852949,0.4679156908665105,1.1289744687254458e-05,14.0,0.00599184850827952
entrez gene/locuslink:850591,0.33660919862975236,1.1290478203096739e-07,3.0,0.0003852890140350154
